codigo,tipo,nombre,direccion,comuna_codigo,comuna,region_codigo,region,servicio_salud,dependencia
110485,PSR,Posta de Salud Rural Loica,Calle Aldea Loica,13505,San Pedro,13,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,Municipal
126412,PSR,Posta de Salud Rural Cameron,Otro Caserío de Camerón,12303,Timaukel,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126414,PSR,Posta de Salud Rural Agua Fresca,Otro Caserío de Agua Fresca,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
200311,CECOSF,CECOSF FORTALECIENDO VIDAS,Calle Linao 370,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126606,COSAM,COSAM Punta Arenas,Calle Junta de Gobierno 225,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126301,CESFAM,Centro de Salud Familiar Dr. Juan Damianovic,Calle Zenteno 1102,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126302,CESFAM,Centro de Salud Familiar 18 Septiembre,Calle Mateo de Toro y Zambrano 1893,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126304,CESFAM,Centro de Salud Familiar Carlos Ibáñez,Avenida Eduardo Frei,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126303,CESFAM,Centro de Salud Familiar Dr. Thomas Fenton,Calle Prolongación Velastegui 762,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126300,CESFAM,Centro de Salud Familiar Dr. Mateo Bencur,Calle Capitán Guillermo 781,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126700,CECOSF,CECOSF  Sandra Vargas,Calle Juan Ruiz García 1814,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126701,CECOSF,Centro Comunitario de Salud Familiar Río Seco,Calle Sector Río Seco,12101,Punta Arenas,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126402,PSR,Posta de Salud Rural Germán Saldivia Teneb,Calle Caserío de Río Verde,12103,Río Verde,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126403,PSR,Posta de Atención Primaria Fernando Ampuero Cheuquel,Calle Caserío de Villa Tehuenches,12102,Laguna Blanca,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126404,PSR,Posta de Salud Rural Punta Delgada,Calle Sector Punta Delgada,12104,San Gregorio,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126305,CESFAM,Centro de Salud Familiar Natales,Calle Javiera Carrera,12401,Natales,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126413,PSR,Posta de Salud Rural Dorotea,Calle Caserío de Villa Dorotea,12401,Natales,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126400,PSR,Posta de Salud Rural Cerro Castillo (Torres del Paine),Calle Caserío de Cerro Castillo,12402,Torres del Paine,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
126410,PSR,Posta de Salud Rural Puerto Edén,Calle Caserío de Villa Puerto Edén,12401,Natales,12,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,Municipal
125425,PSR,Posta de Salud Rural Villa O'Higgins,Calle Aldea de O'Higgins,11302,O'Higgins,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125428,PSR,Posta de Salud Rural Caleta Tortel,Calle Aldea de Tortel,11303,Tortel,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125409,PSR,Posta de Salud Rural Puerto Bertrand,Calle Caserío de Puerto Bertrand,11401,Chile Chico,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125410,PSR,Posta de Salud Rural Bernardita Zuñiga Vargas,Calle Aldea de Puerto Guadal,11401,Chile Chico,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125411,PSR,Posta de Salud Rural Mallín Grande,Calle Caserío de Mallín Grande,11401,Chile Chico,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125412,PSR,Posta de Salud Rural Río Tranquilo,Calle Aldea de Río Tranquilo,11402,Río Ibáñez,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125408,PSR,Posta de Salud Rural Puerto Sánchez,Calle Caserío de Puerto Sánchez,11402,Río Ibáñez,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125407,PSR,Posta de Salud Rural Bahía Murta,Calle Aldea de Bahía Murta,11402,Río Ibáñez,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125419,PSR,Posta de Salud Rural Puerto Ibáñez,Calle Aldea de Puerto Ibáñez,11402,Río Ibáñez,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125420,PSR,Posta de Salud Rural Cerro Castillo (Río Ibáñez),Calle Aldea de Cerro Castillo,11402,Río Ibáñez,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125400,PSR,Posta de Salud Rural Balmaceda,Calle Aldea de Balmaceda,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125413,PSR,Posta de Salud Rural El Blanco,Calle Aldea de el Blanco,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125414,PSR,Posta de Salud Rural Valle Simpson,Calle Aldea de Valle Simpson,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125423,PSR,Posta de Salud Rural Lago Atravesado,Calle Sector Lago Atravesado,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125300,CGU,CESFAM  Víctor Domingo Silva,Calle Alejandro Gutiérrez,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125301,CGU,Consultorio Alejandro Gutiérrez,Calle Bilbao,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
200256,COSAM,COSAM Coyhaique,Calle Freire 1435,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
200359,CECOSF,Centro Comunitario de Salud Familiar Alejandro Gutierrez,Calle Lautaro 63,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125417,CECOSF,Centro Comunitario de Salud Familiar Puerto Chacabuco,"Calle O""higgins, Puerto Chacabuco 331",11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125701,CECOSF,Centro Comunitario de Salud Familiar Ribera Sur,Calle Lago Portales,11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
200380,CESFAM,Centro de Salud Familiar Puerto Aysen,Calle Eleuterio Ramirez 1035,11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125415,PSR,Posta de Salud Rural Villa Ortega,Calle Caserío de Villa Ortega,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125416,PSR,Posta de Salud Rural Ñirehuao,Calle Caserío de Ñireguao,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125418,CECOSF,Centro Comunitario de Salud Familiar  Villa Mañihuales,Calle Arturo Prat 134,11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125402,PSR,Posta de Salud Rural Puerto Aguirre,Calle Aldea de Puerto Aguirre,11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125403,PSR,Posta de Salud Rural Caleta Andrade,Calle Aldea de Caleta Andrade,11201,Aisén,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125426,PSR,Posta de Salud Rural El Gato,Calle Sector El Gato,11101,Coyhaique,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125406,PSR,Posta de Salud Rural Villa Amengual,Calle Caserío Villa Amengual,11102,Lago Verde,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125405,PSR,Posta de Salud Rural La Tapera,Calle Caserío Villa La Tapera,11102,Lago Verde,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125421,PSR,Posta de Salud Rural Puyuhuapi,Calle Aldea Puerto Puyuhuapi,11202,Cisnes,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125429,PSR,Posta de Salud Rural Isla Toto,Calle Sector Isla Toto,11202,Cisnes,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125404,PSR,Posta de Salud Rural Lago Verde,Calle Aldea de Lago Verde,11102,Lago Verde,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125427,PSR,Posta de Salud Rural Melimoyu,Calle Caserío de Melimoyu,11202,Cisnes,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125442,CESFAM,Centro de Salud Familiar La Junta,"Calle Diego Portales, La Junta",11202,Cisnes,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125401,PSR,Posta de Salud Rural Melinka,Calle Pueblo de Melinka,11203,Guaitecas,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
125424,PSR,Posta de Salud Rural Raúl Marín Balmaceda,Calle Caserío Raúl Marín Balmaceda,11202,Cisnes,11,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,Servicio de Salud
124536,PSR,Posta de Salud Rural El Malito,Calle Ruta CH 235 - Km.,10404,Palena,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
124534,PSR,Posta de Salud Rural Puerto Ramírez,Calle Sector Puerto Ramírez,10404,Palena,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
124532,PSR,Posta de Salud Rural El Frío o Santa Lucía,Calle Sector El Frío o Santa Lucía,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133558,PSR,Posta de Salud Rural Inio,"Calle Sector Inio, parque Tantauco",10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124535,PSR,Posta de Salud Rural El Azul,Calle Sector El Azul,10402,Futaleufú,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133529,PSR,Posta de Salud Rural Piedras Blancas,Calle Sector Piedras Blancas,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133527,PSR,Posta de Salud Rural Punta Liles o Laitec,Calle Sector Isla Laitec,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133528,PSR,Posta de Salud Rural Punta Paula o Coldita,Calle Sector Isla Coldita,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133526,PSR,Posta de Salud Rural Pelu,Calle Sector Isla Cailin,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133797,CECOSF,Centro Comunitario de Salud Familiar Vista Hermosa,Calle Las Industrias,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133796,CECOSF,Centro Comunitario de Salud Familiar Rukalaf,Pasaje Lautaro,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
200493,CECOSF,Centro Comunitario de Salud Familiar Villa Aytue,Calle Los Caciques 288,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133396,CESFAM,Centro de Salud Familiar Quellón,Calle Galvarino Riveros 590,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133551,PSR,Posta de Salud Rural Yaldad,Calle Sector Yaldad,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124540,PSR,Posta de Salud Rural El Espolón,Calle Sector El Espolón,10402,Futaleufú,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133523,PSR,Posta de Salud Rural Candelaria (Quellón),Calle Sector Candelaria,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133561,PSR,Posta de Salud Rural Chaullín,Calle Sector Isla Chaullín,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133548,PSR,Posta de Salud Rural Coinco,Calle Sector Coinco,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133522,PSR,Posta de Salud Rural Curanue,Calle Sector Curanué,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133550,PSR,Posta de Salud Rural Auchac,Calle Sector Auchac,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133499,PSR,Posta de Salud Rural Alqui,Calle Sector Alqui,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133525,PSR,Posta de Salud Rural San Juan de Chadmo,Calle Sector San Juan de Chadmo,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133502,PSR,Posta de Salud Rural Nepúe,Calle Sector Nepué,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133560,PSR,Posta de Salud Rural San José,Calle Sector Rural San José. Isla Tranqui,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133549,PSR,Posta de Salud Rural Chadmo Central,Calle Sector Chadmo Central,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133524,PSR,Posta de Salud Rural Compu,Calle Sector Compu,10208,Quellón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133536,PSR,Posta de Salud Rural Pureo,Calle Sector Pureo,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133553,PSR,Posta de Salud Rural Natri,Calle Sector Natri,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133534,PSR,Posta de Salud Rural de CONTUY,Calle Localidad de Contuy,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133500,PSR,Posta de Salud Rural Apeche,Calle Sector Apeche,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133501,PSR,Posta de Salud Rural Pío - Pío,Calle Sector Pío - Pío,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133498,PSR,Posta de Salud Rural Agoni Alto,Calle Sector Agoni Alto,10207,Queilén,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133538,PSR,Posta de Salud Rural Pulpito,Calle Sector Pulpito,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124533,PSR,Posta de Salud Rural Chana,Calle Caserío de Chana,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
124520,PSR,Posta de Salud Rural Talcán,Calle Sector Talcán,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133480,PSR,Posta de Salud Rural Terao,Calle Sector Terao,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124521,PSR,Posta de Salud Rural Nayahue,Calle Sector Nayahue - Auteni,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133477,PSR,Posta de Salud Rural Detif,Calle Caserío de Detif,10206,Puqueldón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133745,CECOSF,Centro Comunitario de Salud Familiar Huillinco,Calle Huillinco,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133478,PSR,Posta de Salud Rural Liucura (Puqueldón),Calle Caserío de Liucura,10206,Puqueldón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133556,PSR,Posta de Salud Rural Cucao,Calle Sector Cucao,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133511,PSR,Posta de Salud Rural Capilla Antigüa,Calle Isla Chaulinec Sector Capilla antigua,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124518,PSR,Posta de Salud Rural Chulín,Calle Sector Chulín,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133552,PSR,Posta de Salud Rural Chaulinec La Villa,"Calle Sector la Villa, Isla Chaulinec",10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133345,CESFAM,Centro de Salud Familiar Chonchi,Calle Chonchi,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133483,PSR,Posta de Salud Rural Petanes Bajos,Calle Sector Petantes Bajos,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133476,PSR,Posta de Salud Rural Ichuac,Calle Caserío de Ichuac,10206,Puqueldón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133469,PSR,Posta de Salud Rural Quehui,Calle Sector Quehui,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133482,PSR,Posta de Salud Rural Chanquín,Calle Sector Chanquín,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133510,PSR,Posta de Salud Rural Isla Alao,Calle Sector Isla Alao,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133355,CESFAM,Centro de Salud Familiar Puqueldón,Calle Puqueldón,10206,Puqueldón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133703,CECOSF,Centro Comunitario de Salud Familiar Carlina Paillacar,"Calle Sector Apiao, Isla de Apiao",10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133554,PSR,Posta de Salud Rural Curaco de Vilupulli,Calle Sector Vilupulli,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133470,PSR,Posta de Salud Rural Chelín,Calle Sector Chelín,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133475,PSR,Posta de Salud Rural Aldachildo,Calle Caserío de Aldachildo,10206,Puqueldón,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124550,PSR,Posta de Salud Rural Casa de Pesca,Calle Sector Casa de Pesca,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133466,PSR,Posta de Salud Rural Curahue,Calle Sector Curahue,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133484,PSR,Posta de Salud Rural Rauco,Calle Sector Rauco,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133503,PSR,Posta de Salud Rural Quinchao,Calle Sector Quinchao,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133555,PSR,Posta de Salud Rural Nalhuitad,Calle Sector Nalhuitad,10203,Chonchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124530,PSR,Posta de Salud Rural Chumeldén,Calle Sector Chumeldén,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133468,CECOSF,Centro Comunitario de Salud Familiar Rilán,"Avenida 18 de Septiembre, Sector Rilán Rural 8",10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133471,PSR,Posta de Salud Rural Yutuy,Calle Sector Yutuy,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133509,PSR,Posta de Salud Rural Isla Cahuach,Calle Sector Isla Cahuach,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133467,PSR,Posta de Salud Rural Puyán,Calle Sector Puyán,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
200442,CECOSF,Centro Comunitario de Salud Familiar Gamboa,Calle Profesor César Vera 301,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133375,CESFAM,Centro de Salud Familiar Dr. René Tapia Salgado,Calle Galvarino Riveros 939,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133776,CECOSF,Centro Comunitario de Salud Familiar Kintunien,Calle Inés de Bazan,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
200009,CESFAM,Centro de Salud Familiar Quillahue,Calle Galvarino Riveros Norte 2719,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133507,PSR,Posta de Salud Rural Isla Quenac,Calle Sector Isla Quenac,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133360,CESFAM,Centro de Salud Familiar Curaco de Vélez,Calle Gabriela Mistral 6,10204,Curaco de Vélez,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133775,CECOSF,Centro Comunitario de Salud Familiar Llau Llao,Calle Arturo Prat 218,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133505,PSR,Posta de Salud Rural Isla Llingua,Calle Sector Isla Llingua,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133506,CECOSF,Centro Comunitario de Salud Familiar Isla Meulín,"Calle Isla Meulín, Sector San Francisco",10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133513,PSR,Posta de Salud Rural Palqui,Calle Sector Palqui,10204,Curaco de Vélez,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133547,PSR,Posta de Salud Rural Pid - Pid,Calle Caserío de Pid Pid,10201,Castro,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133512,PSR,Posta de Salud Rural Huyar Alto,Calle Sector Huyar Alto,10204,Curaco de Vélez,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124519,PSR,Posta de Salud Rural Buill,Calle Caserío Buill,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133504,PSR,Posta de Salud Rural Isla Lin-Lin,Calle Sector Isla Lin-Lin,10210,Quinchao,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133515,PSR,Posta de Salud Rural Tac,Calle Isla Tac,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133350,CESFAM,Centro de Salud Familiar Dalcahue,Calle Ramón Freire 315,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133472,PSR,Posta de Salud Rural Mocopulli,Calle Aldea de Mocopulli,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133473,PSR,Posta de Salud Rural Quetalco,Calle Sector Quetalco,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133474,PSR,Posta de Salud Rural Calén,Calle Caserío Calén,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124731,CECOSF,Centro Comunitario de Salud Familiar de Ayacara,Calle Sector Ayacara,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133496,PSR,Posta de Salud Rural Tenaún,Calle Caserío de Tenaún,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133514,PSR,Posta de Salud Rural Mechuque,Calle Sector Mechuque,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133517,PSR,Posta de Salud Rural Voigue,Calle Sector Voigue,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133740,CECOSF,Centro Comunitario de Salud Familiar Metahue,"Calle Isla Butachauques, sector Metahue",10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133546,PSR,Posta de Salud Rural Puchaurán,Calle Sector Puchaurán,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133497,PSR,Posta de Salud Rural Quicaví,Calle Sector Quicaví,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133495,PSR,Posta de Salud Rural Montemar,Calle Sector Montemar Bajo,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133559,PSR,Posta de Salud Rural Butalcura,Calle Localidad Butalcura Km. 60 Ruta 5 Sur,10205,Dalcahue,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124548,PSR,Posta de Salud Rural Hueque,Calle Sector Hueque,10401,Chaitén,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133494,PSR,Posta de Salud Rural Quinterquén,Calle Sector Quinterquén,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133340,CESFAM,Centro de Salud Familiar Quemchi,Avenida Johnstone,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
200449,CECOSF,Centro Comunitario de Salud Familiar Puntra Degañ,"Calle Panamericana Sur, cruce ruta W5, camino a Quemchi",10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133493,PSR,Posta de Salud Rural Morrolobos,Calle Sector Morrolobos,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124415,PSR,Posta de Salud Rural Paso El Bolsón o Segundo Corral,Calle Sector Paso El Bolsón o Segundo Corral,10103,Cochamó,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133492,PSR,Posta de Salud Rural Lliuco (Quemchi),Calle Sector Lliuco,10209,Quemchi,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133557,PSR,Posta de Salud Rural Coipomo,Calle Sector Coipomo,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124420,CECOSF,Centro Comunitario de Salud Familiar Hualaihué,Calle Hualaihué Puerto,10403,Hualaihué,10,Los Lagos,Servicio de Salud Del Reloncaví,Servicio de Salud
200082,PSR,Posta de Salud Rural Chauchil,Calle Sector Chauchil,10403,Hualaihué,10,Los Lagos,Servicio de Salud Del Reloncaví,Servicio de Salud
133485,PSR,Posta de Salud Rural Linao,Calle Sector Linao,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124380,CESFAM,Centro de Salud Familiar Río Negro Hornopirén,Calle Diego Portales 25,10403,Hualaihué,10,Los Lagos,Servicio de Salud Del Reloncaví,Servicio de Salud
124418,PSR,Posta de Salud Rural Rolecha,Calle Aldea de Rolecha,10403,Hualaihué,10,Los Lagos,Servicio de Salud Del Reloncaví,Servicio de Salud
124454,PSR,Posta de Salud Rural Tabón,Calle Sector Tabón,10102,Calbuco,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133489,PSR,Posta de Salud Rural Manao,Calle Sector Manano,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
133325,CESFAM,Centro de Salud Familiar Pudeto Bajo,Calle Población Padre Hurtado,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124552,PSR,Posta de Salud Rural Queullín,Calle Sector Queullín,10102,Calbuco,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133725,CECOSF,Centro Comunitario de Salud Familiar Bellavista,Calle Manuel Velasquez,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
124417,PSR,Posta de Salud Rural Aulén,Calle Caserío de Aulén,10403,Hualaihué,10,Los Lagos,Servicio de Salud Del Reloncaví,Servicio de Salud
124414,PSR,Posta de Salud Rural Llanada Grande,Calle Sector de Llanada Grande,10103,Cochamó,10,Los Lagos,Servicio de Salud Del Reloncaví,Municipal
133487,CECOSF,Centro Comunitario de Salud Familiar Quetalmahue,Calle Sector Quetalmahue,10202,Ancud,10,Los Lagos,Servicio de Salud Chiloé,Municipal
