codigo,tipo,nombre,direccion,comuna_codigo,comuna,region_codigo,region,servicio_salud,dependencia
121312,CESFAM,Centro de Salud Familiar Teodoro Schmidt,Calle Balmaceda 510,09117,Teodoro Schmidt,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121576,PSR,Posta de Salud Rural Pichichelle,Calle Sector Pichichelle,09117,Teodoro Schmidt,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121575,CECOSF,Centro Comunitario de Salud Familiar Barros Arana,"Calle 1 Poniente, localidad de Barros Arana",09117,Teodoro Schmidt,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121326,CESFAM,Centro de Salud Familiar Andrés Sandoval Calderón,Calle Marcelino Huichamil Los Laureles 515,09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121562,PSR,Posta de Salud Rural Radal,Calle Aldea de Radal,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121577,PSR,Posta de Salud Rural Yenehue,Calle Sector Yenehue,09117,Teodoro Schmidt,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121353,CESFAM,Centro de Salud Familiar Pitrufquén,Calle León Gallo Sur 585,09114,Pitrufquén,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121786,CECOSF,Centro Comunitario de Salud Familiar Ultraestación,Calle Nueva,09114,Pitrufquén,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121566,PSR,Posta de Salud Rural Lliuco(Freire),Calle Sector Lliuco,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
200381,CECOSF,Centro Comunitario de Salud Familiar El Bosque,Calle Errazuriz 1248,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121493,PSR,Posta de Salud Rural Leufuche,Calle Sector Leufuche,09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121304,CESFAM,Centro de Salud Familiar Freire,Calle Camalez 187,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121563,PSR,Posta de Salud Rural Allipén,Calle Caserío de Allipen,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121504,PSR,Posta de Salud Rural Huilío,Calle Sector Huilío,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
200383,CECOSF,Centro Comunitario de Salud Familiar Las Villas,"Calle Parque Nahuelbuta, Villa los Parques 1871",09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121491,PSR,Posta de Salud Rural Las Hortensias,Calle Aldea Las Hortensias,09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121521,PSR,Posta de Salud Rural Puaucho(Saavedra),Calle Sector Puaucho,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121578,PSR,Posta de Salud Rural Número Tres,Calle Bernardo O'Higgins 410,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121526,PSR,Posta de Salud Rural Piedra Alta,Calle Sector Piedra Alta,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121528,PSR,Posta de Salud Rural Huapi,Calle Sector Huapi - Budi,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121501,PSR,Posta de Salud Rural Queupue,Calle Sector Queupue,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121579,PSR,Posta de Salud Rural Nohualhue,Calle Sector Nohualhue,09117,Teodoro Schmidt,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121492,PSR,Posta de Salud Rural Villa García,Calle Caserío Villa García,09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121505,PSR,Posta de Salud Rural Pto. Domínguez,Calle Sector Puerto Rodríguez,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121570,PSR,Posta de Salud Rural Santa María Llaima,Calle Sector Santa María Llaima,09110,Melipeuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121502,PSR,Posta de Salud Rural Alto Boroa,Calle Sector Alto Boroa,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121571,PSR,Posta de Salud Rural Alto Carén,Calle Sector Alto Carén,09110,Melipeuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121337,CESFAM,Centro de Salud Familiar Quepe,Calle Condell,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121513,PSR,Posta de Salud Rural La Sierra,Calle Sector La Sierra,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121567,PSR,Posta de Salud Rural San Ramón,Calle Caserío de San Ramón,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121311,CESFAM,Centro de Salud Familiar Melipeuco,Calle Pedro Aguirre Cerda 14,09110,Melipeuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121572,PSR,Posta de Salud Rural Cumcumllaque,Calle Sector Cumcumllaque,09110,Melipeuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121527,PSR,Posta de Salud Rural Deume,Calle Sector Deume - Rucatraro,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121498,PSR,Posta de Salud Rural Mañío Ducañán,Calle Sector Mañío Ducañán,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121588,PSR,Posta de Salud Rural Molco (Nueva Imperial ),Calle Sector Molco,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121464,PSR,Posta de Salud Rural El Temo,Calle Sector El Temo,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121589,PSR,Posta de Salud Rural Chucauco,Calle Sector Chucauco,09105,Freire,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121462,PSR,Posta de Salud Rural Pedregoso (Cunco),Calle Sector Pedregoso,09103,Cunco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121339,CGR,Centro de Salud Intercultural Boroa Filulawen (D),Calle Sector Boroa-Filulawen,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Delegado
121593,PSR,Posta de Salud Rural Metrenco,Calle Sector Metrenco,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121525,PSR,Posta de Salud Rural Romopulli,Calle Sector Romopulli,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121458,PSR,Posta de Salud Rural Roble Huacho,Calle Sector Roble Huacho,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121500,PSR,Posta de Salud Rural Bochoco,Calle Sector Bochoco,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129451,PSR,Posta de Salud Rural Icalma,Calle Sector Icalma,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121459,PSR,Posta de Salud Rural Laurel Huacho,Calle Sector Laurel Huacho,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121516,PSR,Posta de Salud Rural Catripulli ( Carahue),Calle Sector Catripulli,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121529,PSR,Posta de Salud Rural Cheucán,Calle Sector Cheucán - Butaco,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121524,PSR,Posta de Salud Rural Perquiñán,Calle Sector Perquiñán,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121488,PSR,Posta de Salud Rural Codinhue,Calle Sector Codinhue,09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
200207,CESFAM,Centro de Salud Familiar Conun Huenu,Avenida Pulmahue 1405,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121342,CESFAM,Centro de Salud Familiar Pulmahue,Avenida La Quebrada 1419,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121495,PSR,Posta de Salud Rural Agua Tendida,Calle Sector Agua Tendida,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121336,CESFAM,Centro de Salud Familiar Las Colinas,Calle Mañil 130,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121350,CESFAM,Centro de Salud Familiar Labranza,Calle Uno Norte 11,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121602,COSAM,COSAM Padre Las Casas,Calle Mac-Iver 1398,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Servicio de Salud
121308,CESFAM,Centro de Salud Familiar Padre Las Casas,Calle Barroso,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121307,CESFAM,Centro de Salud Familiar Amanecer,Calle Garibaldi 1280,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121503,PSR,Posta de Salud Rural Rulo,Calle Sector Rulo,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121522,PSR,Posta de Salud Rural Quifo,Calle Sector Quifo-Oñoico,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121600,COSAM,COSAM Amanecer,"Pasaje Los Lirios, Villa Los Aromos 160",09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Servicio de Salud
121788,CECOSF,Centro Comunitario de Salud Familiar Las Quilas,Calle Los Copihues,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121461,PSR,Posta de Salud Rural Truf Truf,Calle Sector Truf Truf,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121520,PSR,Posta de Salud Rural Nehuentué,Calle Aldea de Nehuentué,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121341,CESFAM,Centro de Salud Familiar Nueva Imperial,Calle Gorostiaga 258,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121785,CECOSF,Centro Comunitario de Salud Familiar San Antonio,Calle Pudeto 570,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Servicio de Salud
121657,CESFAM,Centro de Salud Familiar Metodista (D),Calle Bernardo O'Higgins 1449,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Delegado
200290,CECOSF,Centro Comunitario de Salud Familiar El Alto,Calle San Pedro 586,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121303,CESFAM,Centro de Salud Familiar Miraflores (Temuco),Calle Miraflores 1369,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Servicio de Salud
121306,CESFAM,Centro de Salud Familiar Santa Rosa,Calle Pircunche 316,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121530,PSR,Posta de Salud Rural Calof,Calle Sector Calof,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121305,CESFAM,Centro de Salud Familiar Villa Alegre,Calle Argentina,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121592,PSR,Posta de Salud Rural Codopille,Calle Sector Codopille,09112,Padre Las Casas,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121601,COSAM,COSAM Temuco,Calle Vicuña Mackenna 51,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Servicio de Salud
121309,CESFAM,Centro de Salud Familiar Pueblo Nuevo,Calle Nahuelbuta 2815,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
200382,CECOSF,Centro Comunitario de Salud Familiar Carahue,Calle Ercilla 565,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121347,CESFAM,Centro de Salud Familiar Pedro de Valdivia,Calle Chivilcán 910,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
200183,CESFAM,Centro de Salud Familiar El Carmen,Calle Los Compositores 100,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121780,CECOSF,Centro Comunitario de Salud Familiar Villa el Salar,Calle Huasquinta 1180,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121782,CECOSF,Centro Comunitario de Salud Familiar Arquenco,Calle Arcalafquen 855,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121523,PSR,Posta de Salud Rural Ranco,Calle Sector Ranco,09116,Saavedra,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121506,PSR,Posta de Salud Rural Tranapuente,Calle Sector Tranapuente,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121487,PSR,Posta de Salud Rural General López,Calle Aldea General López,09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121485,CECOSF,Centro Comunitario de Salud Familiar Cherquenco,"Calle Mendoza, Cherquenco",09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121456,CESFAM,Centro de Salud Familiar de Cajón,"Calle Gabriela Mistral, Pueblo de Cajón 357",09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121510,PSR,Posta de Salud Rural Puyangue,Calle Sector Puyangue,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121352,CGR,Centro de Salud Docente Asistencial Monseñor Sergio Valech,"Calle Km. 11, camino a Cholchol 11",09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121486,PSR,Posta de Salud Rural San Patricio,Calle Aldea de San Patricio,09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121489,PSR,Posta de Salud Rural Quintrilpe,Calle Sector Quintrilpe,09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129452,PSR,Posta de Salud Rural Liucura (Lonquimay),Calle Caserío de Licura,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121469,CECOSF,Centro Comunitario de Salud Familiar Pillanlelbún,"Calle Alonso de Ercilla, localidad de Pillanlelbún 405",09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121499,PSR,Posta de Salud Rural Chivilcoyan,Calle Sector Chivilcoyan,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121328,CESFAM,Centro de Salud Familiar Trovolhue,Calle Juan Pablo 1335,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121512,PSR,Posta de Salud Rural Coi Coi,Calle Sector Coi Coi - Lobería,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121463,PSR,Posta de Salud Rural Conoco,Calle Sector Conoco,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121473,PSR,Posta de Salud Rural Pumalal,Calle Sector Pumalal,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121511,PSR,Posta de Salud Rural Los Placeres,Calle Sector Los Placeres,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121474,PSR,Posta de Salud Rural Blanco Lepín,Calle Sector Blanco Lepín,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121509,PSR,Posta de Salud Rural Santa Celia,Calle Sector Santa Celia,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121327,CESFAM,Centro de Salud Familiar Chol Chol,Calle Aníbal Pinto 552,09121,Cholchol,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121460,PSR,Posta de Salud Rural Collimallín,Calle Sector Collimallín,09101,Temuco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121515,PSR,Posta de Salud Rural Miramar,Calle Sector Miramar,09111,Nueva Imperial,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121514,PSR,Posta de Salud Rural El Manzano (Carahue),Calle Sector el Manzano,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121519,PSR,Posta de Salud Rural Loncoyamo,Calle Sector Loncoyamo,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121470,PSR,Posta de Salud Rural Muco Chureo,Calle Sector Muco Chureo,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121580,PSR,Posta de Salud Rural Malalche,Calle Sector Malalche,09121,Cholchol,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121476,PSR,Posta de Salud Rural Vega Redonda,Calle Sector Vega Redonda,09119,Vilcún,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121591,PSR,Posta de Salud Rural Vega Larga,Calle Sector Vega Larga,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121590,PSR,Posta de Salud Rural El Escudo,Calle Sector El Escudo,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129450,PSR,Posta de Salud Rural Sierra Nevada,Calle Caserío de Sierra Nevada,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129454,PSR,Posta de Salud Rural Pichipehuenco,Calle Sector Pichipihuenco,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121472,PSR,Posta de Salud Rural Colonia Lautaro,Calle Sector Colonia Lautaro,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121787,CECOSF,Centro Comunitario de Salud Familiar Guacolda,Calle Barros Arana,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121346,CESFAM,Centro de Salud Familiar Lautaro,Calle Rodríguez,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129453,PSR,Posta de Salud Rural Pedregoso (Lonquimay),Calle Sector Pedregoso,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121508,PSR,Posta de Salud Rural Alto Yupehue,Calle Sector Alto Yupehue,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121478,PSR,Posta de Salud Rural Rapa - Mañiuco,Calle Sector Rapa - Mañiuco,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121517,PSR,Posta de Salud Rural Matte y Sánchez,Calle Sector Matte y Sánchez,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121518,PSR,Posta de Salud Rural Hueñalihuén,Calle Sector Hueñalihuén,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121471,PSR,Posta de Salud Rural Dollinco (Lautaro),Calle Sector Dollinco,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121483,PSR,Posta de Salud Rural Santa Carolina,Calle Sector Santa Carolina,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121789,CECOSF,Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora,Calle Erasmo Ovando 425,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129443,PSR,Posta de Salud Rural La Tepa,Calle Sector La Tepa,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121497,PSR,Posta de Salud Rural Huentelar,Calle Sector Huentelar,09121,Cholchol,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121468,PSR,Posta de Salud Rural Coihueco (Lautaro),Calle Sector Coihueco,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121507,PSR,Posta de Salud Rural La Cabaña,Calle Sector la Cabaña,09102,Carahue,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121475,PSR,Posta de Salud Rural Ñereco,Calle Sector Ñereco,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121479,PSR,Posta de Salud Rural Nilpe,Calle Sector Nilpe,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129442,PSR,Posta de Salud Rural Río Blanco (Curacautín),Calle Sector Río Blanco,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121481,PSR,Posta de Salud Rural Repocura,Calle Sector Repocura - Chacaico,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129588,PSR,Posta de Salud Rural Santa Julia,Calle Caserío de Santa Julia,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129441,PSR,Posta de Salud Rural Malalcahuello,Calle Aldea de Malalcahuello,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129444,PSR,Posta de Salud Rural Santa Ana,Calle Aldea de Santa Ana,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121480,PSR,Posta de Salud Rural Ailinco,Calle Sector Ailinco,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121594,PSR,Posta de Salud Rural Santa Rosa,Calle Sector Los Solares,09108,Lautaro,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121482,PSR,Posta de Salud Rural Fortín Ñielol,Calle Sector Fortín Ñielol,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
128422,PSR,Posta de Salud Rural Casa de Piedra,Calle Sector Casa de Piedra,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
121465,PSR,Posta de Salud Rural Quillem,Calle Pueblo de Quillem,09113,Perquenco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129447,PSR,Posta de Salud Rural Manzanar ( Curacautín ),Calle Caserío de Manzanar,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121467,PSR,Posta de Salud Rural Pitraco,Calle Sector Pitraco,09113,Perquenco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121496,PSR,Posta de Salud Rural Huamaqui,Calle Sector Huamaqui,09121,Cholchol,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129449,PSR,Posta de Salud Rural Lolén,Calle Sector Lolén,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128421,PSR,Posta de Salud Rural Alto Quilantahue,Calle Sector Alto Quilantahue,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
121477,PSR,Posta de Salud Rural Cuel Ñielol,Calle Sector Cuel Ñielol,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129446,PSR,Posta de Salud Rural Rariruca,Calle Caserío de Rariruca,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121323,CESFAM,Centro de Salud Familiar  Perquenco,Calle Nicasio de Toro 880,09113,Perquenco,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
128447,PSR,Posta de Salud Rural Primer Agua,Calle Sector Primer Agua,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
121484,PSR,Posta de Salud Rural Rucatraro,Calle Sector Rucatraro,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
121416,PSR,Posta de Salud Rural La Piedra,Calle Sector La Piedra,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129417,PSR,Posta de Salud Rural Molco,Calle Sector Molco,09210,Traiguén,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128448,PSR,Posta de Salud Rural Loncotripai,Calle Sector Loncotripai,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
129427,PSR,Posta de Salud Rural La Herradura,Calle Sector La Herradura,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129445,PSR,Posta de Salud Rural Radalco,Calle Sector Radalco,09203,Curacautín,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
121561,PSR,Posta de Salud Rural Pangueco (Galvarino),Calle Sector Pangueco,09106,Galvarino,09,La Araucanía,Servicio de Salud Araucanía Sur,Municipal
129434,PSR,Posta de Salud Rural Cullinco,Calle Sector Cullinco,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128410,PSR,Posta de Salud Rural Isla Mocha,Calle Sector Isla Mocha,08201,Lebu,08,Biobío,Servicio de Salud Arauco,Municipal
128324,CESFAM,Centro de Salud Familiar Isabel Jiménez,Calle Atahualpa,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
129430,PSR,Posta de Salud Rural Púa,Calle Aldea de Púa,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129423,PSR,Posta de Salud Rural Pichipellahuén,Calle Aldea de Pichipellahuén,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129425,PSR,Posta de Salud Rural Manzanar ( Lumaco ),Calle Sector Manzanar,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129420,PSR,Posta de Salud Rural Temulemu,Calle Sector Temulemu,09210,Traiguén,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129424,PSR,Posta de Salud Rural Curilebu,Calle Sector Curilebu,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129435,PSR,Posta de Salud Rural California,Calle Sector California,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129431,PSR,Posta de Salud Rural Quino,Calle Aldea de Quino,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129436,PSR,Posta de Salud Rural Reducción Pailahueque,Calle Sector Reducción Pailahueque,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129586,PSR,Posta de Salud Rural Didaico,Calle Sector Didaico,09210,Traiguén,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129426,PSR,Posta de Salud Rural Chanco,Calle Caserío de Chanco,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129456,PSR,Posta de Salud Rural Ranquil,Calle Ranquil Km. 7,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129455,PSR,Posta de Salud Rural Troyo,Calle Caserío de Troyo,09205,Lonquimay,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128730,CECOSF,Centro Comunitario de Salud Familiar Quidico,Calle Aldea de Quidico,08207,Tirúa,08,Biobío,Servicio de Salud Arauco,Municipal
129318,CESFAM,Centro de Salud Familiar Victoria,Calle Muñoz Vargas 730,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129718,CECOSF,Centro Comunitario de Salud Familiar Cons. Victoria,Calle Manuel Rodríguez 1240,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
129433,PSR,Posta de Salud Rural Rosario,Calle Sector Rosario,09211,Victoria,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128427,PSR,Posta de Salud Rural Mahuilque Bajo,Calle Sector Mahuilque Bajo,08204,Contulmo,08,Biobío,Servicio de Salud Arauco,Municipal
129705,CECOSF,Centro Comunitario de Salud Familiar Capitán Pastene,Calle Pueblo de Capitán Pastene,09207,Lumaco,09,La Araucanía,Servicio de Salud Araucanía Norte,Municipal
128428,PSR,Posta de Salud Rural Los Huapes de Aillahuampi,Calle Sector Los Huapes de Aillahuampi,08204,Contulmo,08,Biobío,Servicio de Salud Arauco,Municipal
